"datacamp_id","academic_year","location","intern_status","intern_work_site","work_site_zip","organization","industry","total_hours_worked","dob","mailing_zip","median_household_income","labor_force_participation","unemployment_rate","ssi","cash_assistance","snap","all_families_below_poverty","educational_attainment_ba","female_headed_households","race","gender","high_school","title_i_school","frl","graduation_rate_of_hs","college_enrollment_of_hs","hs_zip_code","nsc_data_available","first_year_college_enrollment","first_year_college_type","first_year_college_state","student_quote"
"UADC953","2013 - 2014","Baltimore - YAIP","Alumni","Reading Partners BAL YAIP Coleridge-Taylor Elementary 2013-2014","21201","Reading Partners","Education",364,"1993-05-05","21226",61250,0.676,0.078,0.072,0.11,0.22,0.109,0.155,0.04,"Black","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC616","2013 - 2014","Chicago","Alumni","CNA CHI 2013-2014","60604","CNA","Financial Services",482,"1996-02-05","60612",35318,0.617,0.097,0.115,0.065,0.295,0.271,0.318,0.141,"Black","F","Marshall Metro High School",1,0.837,0.75,0.46,"60624",1,NA,NA,NA,"My experience with UA was very valuable because I met new people and overcame Obstacles, that I thought it was gone be hard to overcome."
"UADC844","2013 - 2014","DC - Year Round High School Program","Terminated Student - Performance Based","Bank of America-METRO CENTER DC 2013-2014","20005","Bank of America","Financial Services",NA,"1996-05-12","20001",78848,0.723,0.071,0.058,0.024,0.116,0.164,0.574,0.062,"","F","Washington Mathematics Science Technology Public Charter High School (WMST)",1,1,0.91,NA,"20002",0,NA,NA,NA,""
"UADC840","2013 - 2014","Chicago","Terminated Student - Performance Based","Bank of America-1212 S Ashland-CHI 2013-2014","20005","Bank of America","Financial Services",120,"1996-04-19","60624",22786,0.447,0.112,0.205,0.104,0.499,0.409,0.079,0.247,"Black","M","Marshall Metro High School",1,0.837,0.75,0.46,"60624",0,NA,NA,NA,""
"UADC570","2013 - 2014","Chicago","Alumni","Bank of America-1439 E 53rd-CHI 2013-2014","20005","Bank of America","Financial Services",334,"1995-07-04","60637",25772,0.566,0.129,0.12,0.063,0.344,0.34,0.313,0.188,"Black","F","Phillips High School",1,0.944,0.69,0.58,"60653",1,NA,NA,NA," They help you a lot. You know how it feels to work or just have a job"
"UADC988","2013 - 2014","DC - Summer Program","Alumni","World Bank LEGRA 2013-2014","20433","World Bank Group","Government",NA,"1997-09-12","20018",52317,0.606,0.109,0.096,0.061,0.22,0.119,0.279,0.084,"Black","F","Friendship Collegiate Academy Public Charter School",1,0.841357,0.92,NA,"20019",0,NA,NA,NA,""
"UADC908","2013 - 2014","DC - Year Round High School Program","Terminated Student - Performance Based","Marriott DC Crystal Gateway 2013-2014","20817","Marriott","Hospitality",285,"1996-12-04","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Washington Mathematics Science Technology Public Charter High School (WMST)",1,1,0.91,NA,"20002",0,NA,NA,NA,""
"UADC871","2013 - 2014","Baltimore - YAIP","Terminated Student - Self Removed","CUPs BAL YAIP 2013-2014","21223","CUPs Coffeehouse","Other",243,"1994-07-23","21217",26187,0.534,0.108,0.15,0.085,0.363,0.307,0.187,0.167,"Black","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC720","2013 - 2014","Chicago","Alumni","Motorola Solutions CHI 2013-2014","60604","Motorola Solutions","Technology",503,"1996-02-22","60643",61799,0.596,0.09,0.048,0.032,0.162,0.112,0.337,0.093,"Black","F","Kenwood Academy High School",0,0.723,0.91,0.82,"60615",1,NA,NA,NA,"My experience at Urban Alliance was valuable because it put value in my life, It put purpose in my life. To  wake up everyday and know that there was a multi-million dollar company waiting for me to come in, because they needed my help or expertise is a wonderful feeling. It is unexplainable and I am forever grateful for Urban Alliance and Motorola. "
"UADC809","2013 - 2014","DC - Year Round High School Program","Alumni","YWCA National Capital Area DC 2013-2014","20009","YWCA National Capital Area","Non-profit",141,"1996-12-13","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Anacostia Senior High School",1,1,0.39,NA,"20020",1,NA,NA,NA,""
"UADC650","2013 - 2014","Chicago","Alumni","Groupon CHI 2013-2014","60654","Groupon","Media & Entertainment",421,"1995-11-29","60637",25772,0.566,0.129,0.12,0.063,0.344,0.34,0.313,0.188,"Black","M","Kenwood Academy High School",0,0.723,0.91,0.82,"60615",1,NA,NA,NA,"It gave me a chance to see what life after high school might be like. It's a great opportunity for those who seek work in the business world."
"UADC35","2013 - 2014","DC - DOES","Alumni","Sasha Bruce Youthworks DC 2013-2014","20003","Sasha Bruce Youthworks","Non-profit",NA,"1997-02-23","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Dunbar Senior High School",1,0.993631,0.55,NA,"20001",0,NA,NA,NA,""
"UADC671","2013 - 2014","Baltimore","Alumni","Johns Hopkins Hospital Bayview BAL 2013-2014","21224","Johns Hopkins Hospital Bayview Medical Center","Healthcare",507,"1996-12-21","21213",34046,0.59,0.105,0.12,0.098,0.282,0.183,0.109,0.169,"Black","F","Baltimore Talent Development High School",0,0.886,0.6923,0.292,"21217",1,NA,NA,NA,"My experience at Urban Alliance was valuable, because as a African American female there are alot statistics about my race as well as my gender. So to say that I participated in Urban Alliance internship doesn't degrade me. but it says that I succeeded at something. ."
"UADC664","2013 - 2014","Chicago","Alumni","Hyatt 71 South Wacker CHI 2013-2014","60606","Hyatt","Hospitality",520,"1996-03-24","60615",39055,0.641,0.098,0.07,0.029,0.187,0.174,0.534,0.089,"Black","F","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",1,NA,NA,NA,"Urban Alliance help students for the real world. Urban Alliance change students lives."
"UADC943","2013 - 2014","Baltimore - YAIP","Terminated Student - Performance Based","OROSW BAL YAIP 2013-2014","21223","Operation Reach Out Southwest (OROSW)","Non-profit",NA,"1995-05-19","21217",26187,0.534,0.108,0.15,0.085,0.363,0.307,0.187,0.167,"Black","M","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC828","2013 - 2014","DC - Summer Program","Alumni","Bank of America Adams Morgan DC 2013-2014","20009","Bank of America","Financial Services",109,"1996-06-01","20009",88684,0.848,0.049,0.023,0.028,0.052,0.067,0.755,0.028,"Black","M","Benjamin Banneker Academic High School",1,0.57,1,NA,"20001",0,NA,NA,NA,""
"UADC854","2013 - 2014","Chicago","Terminated Student - Performance Based","Chicago Bulls Sponsored CHI 2013-2014","60612","Chicago Bulls","Media & Entertainment",165,"1995-01-13","60608",35336,0.609,0.1,0.057,0.076,0.233,0.246,0.19,0.09,"Hispanic/Latino","F","Steinmetz College Prep",1,0.926,0.89,0.53,"60634",0,NA,NA,NA,""
"UADC580","2013 - 2014","Chicago","Alumni","Blue Cross Blue Shield Illinois CHI 2013-2014","60601","Blue Cross Blue Shield of Illinois","Healthcare",473,"1995-01-20","60620",31753,0.555,0.148,0.112,0.057,0.33,0.252,0.143,0.189,"Black","F","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",1,NA,NA,NA,"my experience at Urban Alliance was valuable because i got chance to work with a wonder company and some really nice people. Urban Alliance help me find me during this progam."
"UADC549","2013 - 2014","Baltimore","Alumni","ARC Baltimore 2013-2014","21212","ARC Baltimore","Non-profit",344,"1995-06-21","21218",38261,0.591,0.074,0.085,0.059,0.234,0.163,0.317,0.095,"Black","F","Academy of College and Career Exploration (ACCE)",0,0.771,0.6923,0.566,"21211",1,NA,NA,NA,""
"UADC637","2013 - 2014","Chicago","Alumni","Enlace CHI 2013-2014","60623","Enlace Chicago","Non-profit",505,"1996-06-21","60623",28949,0.579,0.108,0.094,0.103,0.394,0.367,0.07,0.176,"Hispanic/Latino","F","Farragut Career Academy",1,0.969,0.78,0.43,"60623",1,NA,NA,NA,"The Urban Alliance provides a great life experience for high school seniors to prepare them for college and the real world."
"UADC742","2013 - 2014","Chicago","Alumni","Ounce of Prevention Fund CHI 2013-2014","60603","Ounce of Prevention Fund","Non-profit",481,"1996-03-23","60623",28949,0.579,0.108,0.094,0.103,0.394,0.367,0.07,0.176,"Hispanic/Latino","F","Farragut Career Academy",1,0.969,0.78,0.43,"60623",1,NA,NA,NA,""
"UADC795","2013 - 2014","Chicago","Alumni","WITS CHI 2013-2014","60603","Working in the Schools (WITS)","Education",357,"1995-11-25","60608",35336,0.609,0.1,0.057,0.076,0.233,0.246,0.19,0.09,"Hispanic/Latino","F","Muchin College Prep",0,0.849,0.93,NA,"60602",1,NA,NA,NA,""
"UADC691","2013 - 2014","Chicago","Alumni","Loop Capital CHI 2013-2014","60604","Loop Capital","Financial Services",530,"1996-08-03","60637",25772,0.566,0.129,0.12,0.063,0.344,0.34,0.313,0.188,"Black","F","Muchin College Prep",0,0.849,0.93,NA,"60602",1,NA,NA,NA,""
"UADC913","2013 - 2014","DC - Year Round High School Program","Summer Program Alumni","Martha's Table (Development and Communications Department) DC 2013-2014","20009","Martha's Table","Non-profit",106,"1997-01-21","20010",65287,0.787,0.048,0.029,0.024,0.122,0.082,0.52,0.05,"Black","F","McKinley Technology High School",1,0.553412,0.95,NA,"20002",0,NA,NA,NA,"My experience at Urban Alliance was valuable because not many children get a chance to be in a professional setting and gain work experience, so I am happy that i was one of the chosen. Also  I gained a lesson valuable to not be afraid to ask questions that can help achieve a task.  Over all Urban Alliance allowed me to come out of my comfort zone and apply myself to the real world"
"UADC921","2013 - 2014","Chicago","Terminated Student - Performance Based","Mikva Challenge Foundation CHI 2013-2014","60604","Mikva Challenge Foundation","Non-profit",163,"1996-05-05","60610",72363,0.735,0.047,0.054,0.023,0.098,0.134,0.71,0.038,"Black","M","Wells Community Academy High School",1,0.94,0.71,0.49,"60622",0,NA,NA,NA,""
"UADC932","2013 - 2014","DC - Year Round High School Program","Terminated Student - Performance Based","Office of Personnel Management - Retirement Services 2013-2014","20240","Office of Personnel Management","Government",45,"1996-03-16","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Washington Mathematics Science Technology Public Charter High School (WMST)",1,1,0.91,NA,"20002",0,NA,NA,NA,""
"UADC925","2013 - 2014","Baltimore - YAIP","Terminated Student - Self Removed","Morgan State University EDAC BAL YAIP 2013-2014","21251","Morgan State University","Education",44,"1994-10-16","21218",38261,0.591,0.074,0.085,0.059,0.234,0.163,0.317,0.095,"Black","M","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC657","2013 - 2014","Baltimore","Alumni","Higher Achievement BAL City Springs 2013-2014","21231","Higher Achievement","Education",211,"1995-01-21","21213",34046,0.59,0.105,0.12,0.098,0.282,0.183,0.109,0.169,"Black","M","REACH Partnership",1,0.866,0.6842,0.455,"21213",1,NA,NA,NA,"Urban Alliance is fun to be & they help you a lot with professional dress ,& what it like to work always have a firm handshake "
"UADC776","2013 - 2014","Chicago","Alumni","University of Chicago Civic Engagement CHI 2013-2014","60637","University of Chicago","Education",520,"1996-07-14","60609",33630,0.628,0.138,0.087,0.133,0.341,0.265,0.105,0.124,"Black","M","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",1,NA,NA,NA,"Urban Alliance gave me a chance to experience how it feels working in an office.i recommend this program to all high school students."
"UADC575","2013 - 2014","Chicago","Alumni","Bank of America-1212 S Ashland-CHI 2013-2014","20005","Bank of America","Financial Services",456,"1996-06-14","60615",39055,0.641,0.098,0.07,0.029,0.187,0.174,0.534,0.089,"Black","M","Phillips High School",1,0.944,0.69,0.58,"60653",1,NA,NA,NA,""
"UADC692","2013 - 2014","Chicago","Alumni","Loop Capital CHI 2013-2014","60604","Loop Capital","Financial Services",424,"1996-03-02","60628",34472,0.532,0.127,0.116,0.066,0.314,0.247,0.168,0.141,"Black","M","Fenger Academy High School",1,0.962,0.82,0.41,"60628",1,NA,NA,NA,""
"UADC965","2013 - 2014","Chicago","Terminated Student - Performance Based","Spark CHI 2013-2014","60606","Spark","Non-profit",78,"1996-04-24","60637",25772,0.566,0.129,0.12,0.063,0.344,0.34,0.313,0.188,"Black","M","Marshall Metro High School",1,0.837,0.75,0.46,"60624",0,NA,NA,NA,""
"UADC729","2013 - 2014","DC - Year Round High School Program","Alumni","Office of Congresswoman Eleanor Holmes Norton DC 2013-2014","20045","Office of Congresswoman Eleanor Holmes Norton","Government",333,"1996-01-24","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Friendship Collegiate Academy Public Charter School",1,0.841357,0.92,NA,"20019",1,NA,NA,NA,""
"UADC554","2013 - 2014","NCR","Alumni","AR Free Clinic NCR 2013-14","22204","Arlington Free Clinic","Non-profit",306,"1996-03-18","22204",76052,0.803,0.046,0.022,0.011,0.07,0.127,0.53,0.064,"Hispanic/Latino","F","Wakefield High School",0,0.4551,0.894,NA,"22206",1,NA,NA,NA,"This program has helped me grow and has prepared me for my future."
"UADC560","2013 - 2014","Chicago","Alumni","AT&T CHI 2013-2014","60606","AT&T","Utilities",543,"1995-09-29","60617",38845,0.57,0.115,0.082,0.04,0.259,0.225,0.162,0.14,"Black","F","Kenwood Academy High School",0,0.723,0.91,0.82,"60615",1,NA,NA,NA,"I think my experience with Urban Alliance was extremely valuable because not only was I exposed to a real professional job but I was treated the same as other professional people. I think that being treated with equality is extremely important in today's society because most teenagers aren't given respect or a chance to succeed but with Urban Alliance I was given that chance."
"UADC874","2013 - 2014","Chicago","Terminated Student - Performance Based","Dress for Success Worldwide CHI 2013-2014","60654","Dress for Success Worldwide","Non-profit",146,"1995-03-14","60643",61799,0.596,0.09,0.048,0.032,0.162,0.112,0.337,0.093,"Black","F","Fenger Academy High School",1,0.962,0.82,0.41,"60628",0,NA,NA,NA,""
"UADC36","2013 - 2014","DC - Year Round High School Program","Summer Program Alumni","Higher Achievement National Office DC 2013-2014","20006","Higher Achievement","Education",157,"1997-11-30","20010",65287,0.787,0.048,0.029,0.024,0.122,0.082,0.52,0.05,"Other","F","Cardozo Senior High School",1,0.992658,0.41,NA,"20009",0,NA,NA,NA,"Urban Alliance is a program that allows students the opportunity to get ahead of their peers when it comes to the professional work environment. The progeam also allows students to see from the adult perspective. "
"UADC626","2013 - 2014","DC - Year Round High School Program","Alumni","Danaher Corporation DC 2013-2014","20036","Danaher Corporation","Other",449,"1996-08-12","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Woodson Senior High School",1,1,0.6,NA,"20019",1,NA,NA,NA,""
"UADC887","2013 - 2014","Chicago","Terminated Student - Self Removed","General Growth Properties CHI 2013-2014","60606","General Growth Properties","Real Estate",78,"1995-07-23","60625",56597,0.743,0.072,0.028,0.021,0.12,0.141,0.425,0.048,"Hispanic/Latino","F","Juarez Community Academy High School",1,0.969,0.9,0.46,"60608",0,NA,NA,NA,""
"UADC353","2012 - 2013","Baltimore","Alumni","Morgan Stanley BAL 2012-2013","10036","Morgan Stanley","Financial Services",392,"1994-01-06","21207",51179,0.659,0.078,0.081,0.043,0.178,0.099,0.215,0.132,"Black","M","Baltimore Talent Development High School",0,0.886,0.6923,0.292,"21217",1,NA,NA,NA,"My experience with UA was great and well appreciated. Urban Alliance gave me opportunities that most wouldn't get in a life time. "
"UADC435","2012 - 2013","DC - Year Round High School Program","Terminated Student - Self Removed","Association of American Medical Colleges DC 2012-2013","20037","Association of American Medical Colleges","Education",218,"1995-10-15","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Not Reported","F","McKinley Technology High School",1,0.553412,0.95,NA,"20002",0,NA,NA,NA,""
"UADC319","2012 - 2013","DC - Year Round High School Program","Alumni","JP Morgan Chase DC 2012-2013","20004","JP Morgan Chase & Co.","Financial Services",283,"1995-08-01","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Spingarn Senior High School",1,0.59,0.65,NA,"20002",1,NA,NA,NA,"My UA experience was valuable because it taught me life long lessons; it also helped me to become more professional."
"UADC266","2012 - 2013","Chicago","Alumni","Chicago Transit Authority CHI 2012-2013","60661","Chicago Transit Authority","Government",654,"1994-08-10","60620",31753,0.555,0.148,0.112,0.057,0.33,0.252,0.143,0.189,"Black","F","Julian High School",1,0.956,0.84,0.65,"60643",1,NA,NA,NA,""
"UADC330","2012 - 2013","Chicago","Alumni","Loop Capital CHI 2012-2013","60604","Loop Capital","Financial Services",459,"1994-10-07","60629",40650,0.646,0.107,0.07,0.046,0.244,0.221,0.083,0.125,"Hispanic/Latino","M","Hubbard High School",0,0.979,0.92,0.6,"60629",1,NA,NA,NA,""
"UADC453","2012 - 2013","Chicago","Terminated Student - Performance Based","Chicago Cares CHI 2012-2013","60606","Chicago Cares","Media & Entertainment",191,"1994-04-18","60636",26352,0.548,0.194,0.147,0.06,0.421,0.331,0.082,0.187,"Black","F","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",0,NA,NA,NA,""
